"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_EQ|INE723X07166","974574","890TIAL30","TIAPL89031130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE916D143S2","727700","KMPL23824","KMPL7825CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE470N01010","507486","CAPRO","CAPROLACTAM CHEMICALS LTD","53.8","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07570","935512","735PFCL35","PFC7353A171035BOND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE075D01018","507488","GMBREW","GMBREWERIES LTD","810.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE625B01014","507490","RANASUG","RANA SUGARS LTD","21.04","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE824H14PY1","727701","JBCIP23824","JBCIPL221124CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF200KA1W75","543301","SFMP45GR","SBI MUTUAL FUND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371K08219","975011","TRILMLD26","TRIL825RESET RATE6826P","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE051307AM5","938942","1150CCIL28","CCIL115021128NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE544C01023","507498","PICCASUG","PICCADILY SUGAR  ALLIED INDUS","64.86","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE039A09OA4","947841","875IFCI26","IFCIIII875121226DPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE296A08821","955329","805BFL26A","BFL80521226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE051307AK9","938948","CCILZC30","CCILZC3130NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01AI07033","975666","940IHFPL26","ISHFPL940211126PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE03W107173","974575","935ARKA25","AFL93531325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE140A07765","938956","920PEL28","PEL92031128NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN0020210152","800432","667GS2035","667GOI2035","99.16","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE651J07697","936386","981JMFCS28","JMFCSL981131228NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403Q07BD3","937203","KFL25","KFL281125NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07AC3","956844","733IRFC27","IRFC73328827PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338I14IE7","727707","MOFSL23824","MOFSL221124CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE608B01010","522001","CRANEX","CRANEX LTD","167.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE177C01022","522004","BATLIBOI","BATLIBOI LTD","159.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE759F01012","522005","AUSTENG","AUSTIN ENGINEERING COLTD","208.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01CY077R3","939387","12IFL27","IFL1219427NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE961D01019","522014","UNIDT","UNITED DRILLING TOOLS LTD","247.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020230471","810963","744AP36","744APSDL36","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE459C01016","522017","FLUIDOM","FLUIDOMAT LTD","589.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403Q08191","937205","1025KFL27","KFL102528527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE279D01016","522027","EMAINDIA","EMA INDIA LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE052A01021","522029","WINDMACHIN","WINDSOR MACHINES LTD","208.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0NES07089","975395","115KFPL26","KFPL110520226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE631A01022","522034","SHANTIGEAR","SHANTHI GEARS LTD","563.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338P01014","522036","MIVENMACH","MIVEN MACHINE TOOLS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121H08131","955359","868ILFSL26","ILFSL86861226PVT","0.0","",,"0.01","1000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE04VT01017","507530","THAKKERS","THAKKERS GROUP LIMITED","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07489","959082","84IIL24","IIFL840201124PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE087P07303","974576","925AFS26A","AFSL925010226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE634A01018","522064","HONDAPOWER","HONDA INDIA POWER PRODUCTS LIM","3797.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE127B01011","522073","HITECHGEAR","THE HITECH GEARS LTD","800.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE285A01027","522074","ELGIEQUIP","ELGI EQUIPMENTS LTD","662.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403Q08209","937207","KFL27","KFL28527NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07588","935514","760PFCL35","PFC7603B171035BOND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE890G01021","522091","UVDRHOR","UNITED VAN DER HORST LTD","99.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE338F01015","522101","KLBRENG-B","KILBURN ENGINEERING LTD","449.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE372E01025","522105","BIRLAPREC","BIRLA PRECISION TECHNOLOGIES L","65.7","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE384C01016","522108","YUKEN","YUKEN INDIA LTD","1189.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07QR9","938986","1015SCL28","SCL101591128NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE325A01013","522113","TIMKEN","TIMKEN INDIA LTD","3420.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BE4","958646","862NABAR34","NABARD86214334PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE087H07102","948103","1170SRSL24","SHREERENUKA117031324PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0AED08029","959031","739AIAH29","AIAHL739121029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE285C01015","522122","VOITHPAPR","VOITH PAPER FABRICS INDIA LTD","2168.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE495D01018","507543","CORAGRO","COROMANDEL AGRO PRODUCTS  OIL","0.0","",,"0.01","50","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G07298","959094","8IHFCL","IHFCL805122024PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE133D01023","522134","ARTSONEN","ARTSON ENGINEERING LTD","170.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371K08227","975013","810TRIL26","TRIL810060826PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE410A01013","522152","SOLIMAC","SOLITAIRE MACHINE TOOLS LTD","99.36","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07QX7","938994","1003SCL30A","SCL100391130NCD","959.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE989C01020","522163","DIACABS","DIAMOND POWER INFRASTRUCTURE L","1634.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE867D01018","522165","INDSILHYD","INDSIL HYDRO POWER AND MANGANE","55.78","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07QY5","938996","1075SCL33B","SC102591133NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE182E01010","522171","TMTIND-B1","TMT INDIA LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE976E01023","507552","FOODSIN","FOODS  INNS LTD","129.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BP0","959033","783NABAR34","NABARD783171034PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE478D01014","522183","ITL","ITL INDUSTRIES LTD","470.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE572D01014","522195","FRONTSP","FRONTIER SPRINGS LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE896L07868","974695","995ICF25","ICFL99521325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE074A01025","522205","PRAJIND","PRAJ INDUSTRIES LTD","749.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE682D01011","522207","RASANDIK","RASANDIK ENGINEERING INDUSTRIE","122.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE429B01011","522209","YOGISUNG","YOGI SUNGWON INDIA LTD","10.44","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE019A07415","959034","879JSL29","JSL879181029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN000571C017","800794","GS06MAY71","GS06MAY71","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE461D01028","522215","HLEGLAS","HLE GLASCOAT LIMITED","389.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE826C01016","522217","GUJAPOLLO","GUJARAT APOLLO INDUSTRIES LTD","322.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE692C01020","522229","TANAA","TANEJA AEROSPACE  AVIATION LT","419.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE714D01012","522231","CONART","CONART ENGINEERS LTD","163.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE097E01028","522235","MINALIND","MINAL INDUSTRIES LIMITED","4.49","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE092H01014","522237","SHIVAGR","SHIVAGRICO IMPLEMENTS LTD","26.91","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE227C01017","522241","MMFL","MMFORGINGS LTD","497.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE079L01013","522245","IYKOTHITE","IYKOT HITECH TOOLROOM LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040D01038","522249","MAYURUNIQ","MAYUR UNIQUOTERS LTD","617.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE627F01011","522251","CENLUB","CENLUB INDUSTRIES LTD","576.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE535F01024","522257","RAJOOENG","RAJOO ENGINEERS LTD","363.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF846K012P8","543802","AXISWRQD","AXIS MUTUAL FUND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE920A01037","522261","DOLPHIN","DOLPHIN OFFSHORE ENTERPRISES ","633.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE516Y07063","958647","95109PCH29","PCHFL951099329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE466D01019","522267","VJLAXMIE","VEEJAY LAKSHMI ENGINEERING WOR","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE868C01018","522273","AHMDSTE","AHMEDABAD STEELCRAFT LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE200A01026","522275","GET&D","GE TD INDIA LIMITED","1803.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE207E01023","522281","RAMRAT","RAM RATNA WIRES LTD","617.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE854B01010","522285","JAYNECOIND","JAYASWAL NECO INDUSTRIES LTD","42.99","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE220B01022","522287","KPIL","KALPATARU PROJECTS INTERNATION","1282.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE169F01014","522289","NMSRESRC","NMS RESOURCES GLOBAL LIMITED","70.93","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE713D01055","522292","CANDOUR","CANDOUR TECHTEX LIMITED","85.92","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE811B01010","522294","TIGLOB","T  I GLOBAL LTD","203.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE663B01015","522295","CONTROLPR","CONTROL PRINT LTD","722.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE033L07GN7","937043","792TCH25","TCH79214125NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A07RN0","939024","CIFCZC28","CIFCLZC71228NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F08098","973223","699IRFC41","IRFC6994641PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE043C01018","507580","IVP","IVP LTD","242.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08EF4","974578","760REC26","REC76028226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE296A07SE7","974315","795BFL27","BFL795251027PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE860H07GU6","958866","865ABFL29","ABFL8654729PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN0020210194","800435","699GS2051","699GOI2051","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08MY1","975407","749PFC34","PFC74922234PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08AC9","959041","805HDFCB29","HDFCB805221029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE087P07428","976106","94AFSL27","AFSL9416427PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE530L07228","935788","10NIDO26","NIDO1019726NCD","991.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE101Q07706","937219","105MMFL25A","MMFL1051725NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07969","959042","88LTF29","LTF880251029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE014E01015","507598","KLRFM","KOVILPATTI LAKSHMI ROLLER FLOU","163.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF769K01KR3","543944","BANKETF","MIRAE ASSET MUTUAL FUND","521.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE808K08061","959043","1285AFSL26","AFSL1285251026PVT","0.0","",,"0.01","100000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE528S07110","936130","888ERFL28","ERFL88822328NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE938L08072","957953","95IEDCL25","IEDCL9514525PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE714U01024","540377","IFL","IFL ENTERPRISES LIMITED","1.1","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07095","955771","897UPPCL26","UPPCL89713226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0JGV15014","973541","1210MLST26","MLST221226PTC","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07OB6","955442","755PGCIL31","PGCIL75521931PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0AED08037","959045","739AIAH29A","AIAHL739221029PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07OC4","955443","736PGCIL26","PGCIL736181026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE804I08833","956863","925ECL27","ECL92515927PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07103","955772","897UPPCL27","UPPCL89715227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE645S01016","543325","ROLEXRINGS","ROLEX RINGS LIMITED","2166.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE087P14747","727331","AFSL210624","AFSL20625CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE870H14TI9","727727","NMIL270824","NMIL261124CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE588G01021","507621","MLKFOOD","MILKFOOD LTD","117.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE033L07GO5","937045","801TCH25","TCH80114125NCD","1020.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE142E01014","522650","BEMHY","BEMCO HYDRAULICS LTD","1339.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1020200235","810655","656AP31","656ADRSDL31","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE975F08CS7","955462","835KMIL26","KMIL835181226PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065507373","973185","1175AFI26","AFIL11757526","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE891K07671","973271","727AFL31","AFL72726631PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407BO9","939088","MML26A","MML211226NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE248U07FQ7","976108","0360OPL27","360ZC17527PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE05F407BL5","939092","11MML28","MML11211228NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07BX7","959052","755IRFC29","IRFC75561129PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF346A01034","555555","SENSEXIETF","ICICI PRUDENTIAL BSE SENSEX ET","898.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08AC9","955484","754REC26","RRCL75430122026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028E14PI9","728126","KSL231024","KSL22125CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01C314AC1","727769","BFSL29824","BFSL281124CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE871D07MW6","948802","930ILFS38","930ILFS2038","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE047A14974","727735","GIL28824","GIL261124CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN0020210236","800438","SGBJAN30IX","SOVERIEGN GOLD BONDS 202122 S","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE131O01024","507663","SAGRSOY-B","SAGAR SOYA PRODUCTS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E07203","935614","743IREDA36","IREDA74321136TAXFREENCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920200152","810662","65KA30","65KARSDL30","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE296A07QY9","959056","766BFL24","BFL76691224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08717","955498","73NABARD31","NABARD730261231PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE666D01022","502219","BORORENEW","BOROSIL RENEWABLES LIMITED","456.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE508K01013","543901","RHL","ROBUST HOTELS LIMITED","201.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D08LT8","935738","853MMFSL26","MMFSL8536626NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08601","959059","749PGCIL29","PGCIL749STRPPS B251029","0.0","",,"0.01","4","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I08487","955513","805LTF27","LTF8054127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE075A01022","507685","WIPRO","WIPRO LTD","551.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08964","957393","775NABAR33","NABARD77514133PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE528S08050","957246","975ERFLPER","ERFL975PERPETUALPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE030C01015","523007","ANSALBU","ANSAL BUILDWELL LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE080A01014","523011","WEIZMANIND","WEIZMANN LTD","128.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE710D01010","523019","BNRSEC","BNRATHI SECURITIES LTD","188.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE989D01010","523021","RISHITECH","RISHI TECHTEX LTD","62.84","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE985A01022","523023","SINCLAIR","SINCLAIRS HOTELS LTD","95.8","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE429E01023","523025","SAFARI","SAFARI INDUSTRIES INDIA LTD","2273.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|0","523031","ADSDIAG","ADS DIAGNOSTIC LTD","0.0","",,"0.01","100","EQUITY",,"BSE_EQ"
"BSE_EQ|INE626H01019","523054","ZBINTXPP","BINAYAK TEX PROCESSORS LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE584C01011","523062","JJFINCOR","JJFINANCE CORPORATION LTD","42.02","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE532F07FN2","939423","967EFSL29A","EFSL96729429NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01I507AB6","939667","KAFL080824","KAFL61225NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE124B01018","523100","COSMOFE","COSMO FERRITES LTD","299.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07835","935574","753IRFC30","IRFC753211230TAXFREENCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE293E01023","523105","CROPSTER","CROPSTER AGRO LIMITED","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE425D01015","523113","FUTURSEC","FUTURISTIC SECURITIES LTD","27.04","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE391G01012","523116","SANCTRN","SANCO TRANS LTD","709.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE628D01014","523120","ADORMUL","ADOR MULTIPRODUCTS LTD","37.16","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE276C01014","523127","EIHAHOTELS","EIH ASSOCIATED HOTELS LTD","387.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE511C08AD3","955542","104PFL27","PFL10406127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE442D01010","523144","MEDICAPQ","MEDICAPS LTD","56.08","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE787H07040","961708","IIFCLBDIS4","IIFCLBDIS4","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148I07HX6","956883","803SCL27","SCL8038927PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE910B01028","523151","OTCO","OTCO INTERNATIONAL LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE599F01020","523160","MORGANITE","MORGANITE CRUCIBLE INDIA LTD","1785.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE435G01025","507717","DHANUKA","DHANUKA AGRITECH LTD","1570.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE087H07110","949156","1130SRSL24","SHREE113031324PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1920220119","810915","76KA32","760KARSDL32","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE574G07010","974704","9SVPL33","SVPL921333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE00FM01013","523186","BAPACK","BA PACKAGING INDIA LIMITED","375.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE128M14928","727747","LTMRL27824","LTMRHL251124CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE916DA7SE8","974633","805KMPL28","KMPL80528228PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE033L07GQ0","937049","83TCHF25","TCHF8314125NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE421A01028","523204","ABAN","ABAN OFFSHORE LTD","65.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE760A01029","523207","KOKUYOCMLN","KOKUYO CAMLIN LTD","173.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE173J01018","523222","SRMENERGY","SRM ENERGY LTD","20.48","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE905P01028","537766","BCP","BC POWER CONTROLS LTD","4.75","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DE9","960159","680REC30","RECL680201230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE415D01024","523229","BHARATSE","BHARAT SEATS LTD","206.45","",,"0.05","1","EQUITY",,"BSE_EQ"
